what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354368697480
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354368699991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368704671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368708899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354368710256
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354368712237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368713844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368714016
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354368714047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354368717214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354368724203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354368726044
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354368729632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354368733766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368734218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368748617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354368755824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354368758632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368768522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368771970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354368773265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354368775059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354368777321
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354368780129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368781548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368781704
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354368784200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368785480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368785651
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354368785682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354368787664
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354368789442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354368790316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354368797242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354368799629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368802593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368804839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368810596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354368811781
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354368818068
