what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354355612066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354355615544
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354355617120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354355619476
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354355624514
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354355630115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355631628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355657103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354355661533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355663748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355666978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355668444
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1354355678178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354355679941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355681517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355683529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354355685479
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354355687258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355688318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355688443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354355690877
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354355693014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355694933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355695120
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354355695151
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354355696992
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354355698380
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354355703138
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354355707335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355709675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355714651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354355716352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355719144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355724027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355732732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355733715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355742591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355744837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355746631
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354355752279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355753573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355753745
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354355757083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355758316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355758472
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354355758519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354355759798
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354355761405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354355764291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355770874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355774649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354355776334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355779142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355781653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355787550
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355789266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355792885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355795537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354355798236
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354355816161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355822447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355822619
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354355824975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355826223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355826379
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354355826410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354355828001
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354355829530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354355830794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355833524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355901469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355910423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355911859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355912233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354355941703
